   0.00000000       0.00000000       100000.000    
   4.33730707E-03   0.00000000       100000.000    
   9.11918748E-03   0.00000000       100000.000    
   1.41401617E-02   0.00000000       100000.000    
   1.94121841E-02   0.00000000       100000.000    
   2.49478091E-02   0.00000000       100000.000    
   3.07602119E-02   0.00000000       100000.000    
   3.68632376E-02   0.00000000       100000.000    
   4.32714149E-02   0.00000000       100000.000    
   5.00000007E-02   0.00000000       100000.000    
   5.68181835E-02   0.00000000       100000.000    
   6.36363626E-02   0.00000000       100000.000    
   7.04545453E-02   0.00000000       100000.000    
   7.72727281E-02   0.00000000       100000.000    
   8.40909109E-02   0.00000000       100000.000    
   9.09090936E-02   0.00000000       100000.000    
   9.77272764E-02   0.00000000       100000.000    
  0.104545459       0.00000000       100000.000    
  0.111363634       0.00000000       100000.000    
  0.118181825       0.00000000       100000.000    
  0.125000000       0.00000000       100000.000    
  0.131818190       0.00000000       100000.000    
  0.138636366       0.00000000       100000.000    
  0.145454556       0.00000000       100000.000    
  0.152272731       0.00000000       100000.000    
  0.159090921       0.00000000       100000.000    
  0.165909097       0.00000000       100000.000    
  0.172727272       0.00000000       100000.000    
  0.179545462       0.00000000       100000.000    
  0.186363637       0.00000000       100000.000    
  0.193181813       0.00000000       100000.000    
  0.200000003       0.00000000       100000.000    
  0.206728578       0.00000000       100000.000    
  0.213136762       0.00000000       100000.000    
  0.219239786       0.00000000       100000.000    
  0.225052193       0.00000000       100000.000    
  0.230587810       0.00000000       100000.000    
  0.235859841       0.00000000       100000.000    
  0.240880817       0.00000000       100000.000    
  0.245662689       0.00000000       100000.000    
  0.250000000       0.00000000       100000.000    
   0.00000000       4.33730707E-03   100000.000    
   4.33730707E-03   4.33730707E-03   100000.000    
   9.11918748E-03   4.33730707E-03   100000.000    
   1.41401617E-02   4.33730707E-03   100000.000    
   1.94121841E-02   4.33730707E-03   100000.000    
   2.49478091E-02   4.33730707E-03   100000.000    
   3.07602119E-02   4.33730707E-03   100000.000    
   3.68632376E-02   4.33730707E-03   100000.000    
   4.32714149E-02   4.33730707E-03   100000.000    
   5.00000007E-02   4.33730707E-03   100000.000    
   5.68181835E-02   4.33730707E-03   100000.000    
   6.36363626E-02   4.33730707E-03   100000.000    
   7.04545453E-02   4.33730707E-03   100000.000    
   7.72727281E-02   4.33730707E-03   100000.000    
   8.40909109E-02   4.33730707E-03   100000.000    
   9.09090936E-02   4.33730707E-03   100000.000    
   9.77272764E-02   4.33730707E-03   100000.000    
  0.104545459       4.33730707E-03   100000.000    
  0.111363634       4.33730707E-03   100000.000    
  0.118181825       4.33730707E-03   100000.000    
  0.125000000       4.33730707E-03   100000.000    
  0.131818190       4.33730707E-03   100000.000    
  0.138636366       4.33730707E-03   100000.000    
  0.145454556       4.33730707E-03   100000.000    
  0.152272731       4.33730707E-03   100000.000    
  0.159090921       4.33730707E-03   100000.000    
  0.165909097       4.33730707E-03   100000.000    
  0.172727272       4.33730707E-03   100000.000    
  0.179545462       4.33730707E-03   100000.000    
  0.186363637       4.33730707E-03   100000.000    
  0.193181813       4.33730707E-03   100000.000    
  0.200000003       4.33730707E-03   100000.000    
  0.206728578       4.33730707E-03   100000.000    
  0.213136762       4.33730707E-03   100000.000    
  0.219239786       4.33730707E-03   100000.000    
  0.225052193       4.33730707E-03   100000.000    
  0.230587810       4.33730707E-03   100000.000    
  0.235859841       4.33730707E-03   100000.000    
  0.240880817       4.33730707E-03   100000.000    
  0.245662689       4.33730707E-03   100000.000    
  0.250000000       4.33730707E-03   100000.000    
   0.00000000       9.11918748E-03   100000.000    
   4.33730707E-03   9.11918748E-03   100000.000    
   9.11918748E-03   9.11918748E-03   100000.000    
   1.41401617E-02   9.11918748E-03   100000.000    
   1.94121841E-02   9.11918748E-03   100000.000    
   2.49478091E-02   9.11918748E-03   100000.000    
   3.07602119E-02   9.11918748E-03   100000.000    
   3.68632376E-02   9.11918748E-03   100000.000    
   4.32714149E-02   9.11918748E-03   100000.000    
   5.00000007E-02   9.11918748E-03   100000.000    
   5.68181835E-02   9.11918748E-03   100000.000    
   6.36363626E-02   9.11918748E-03   100000.000    
